Date,Price US$,Daily %,Monthly %
7/13/2015,202.66,,
7/14/2015,202.67,,
7/15/2015,204.31,,
7/16/2015,204.49,,
7/17/2015,201.97,,
7/20/2015,201.14,,
7/21/2015,203.6,,
7/22/2015,198.94,,
7/23/2015,196.36,,
7/24/2015,192.4,,
7/27/2015,192.07,,
7/28/2015,191.5,,
7/29/2015,194.58,,
7/30/2015,191.78,,
7/31/2015,189.02,,
8/3/2015,188.52,,
8/4/2015,187.15,,
8/5/2015,185.68,,
8/6/2015,183.13,,
8/7/2015,183.76,,
8/10/2015,189.0,,
8/11/2015,187.53,,
8/12/2015,188.08,,
8/13/2015,187.04,,
8/14/2015,188.13,,
8/17/2015,187.2,,
8/18/2015,188.0,,
8/19/2015,187.47,,
8/20/2015,187.43,,
8/21/2015,186.9,,
8/24/2015,183.83,,
8/25/2015,180.72,,
8/26/2015,178.92,,
8/27/2015,180.67,,
8/28/2015,179.71,,
8/31/2015,177.66,,
9/1/2015,174.48,,
9/2/2015,171.1,,
9/3/2015,170.97,,
9/4/2015,165.39,,
9/8/2015,165.55,,
9/9/2015,164.45,,
9/10/2015,163.07,,
9/11/2015,163.92,,
9/14/2015,169.33,,
9/15/2015,169.96,,
9/16/2015,171.23,,
9/17/2015,173.43,,
9/18/2015,169.94,,
9/21/2015,168.99,,
9/22/2015,166.58,,
9/23/2015,163.29,,
9/24/2015,167.28,,
9/25/2015,173.07,,
9/28/2015,169.1,,
9/29/2015,170.59,,
9/30/2015,173.9,,
10/1/2015,173.42,,
10/2/2015,177.08,,
10/5/2015,180.33,,
10/6/2015,183.8,,
10/7/2015,183.92,,
10/8/2015,185.84,,
10/9/2015,187.97,,
10/13/2015,181.44,,
10/14/2015,186.11,,
10/15/2015,187.13,,
10/16/2015,184.72,,
10/19/2015,183.84,,
10/20/2015,182.26,,
10/21/2015,180.37,,
10/22/2015,182.22,,
10/23/2015,183.74,,
10/26/2015,183.38,,
10/27/2015,184.81,,
10/28/2015,184.01,,
10/29/2015,186.78,,
10/30/2015,186.74,,
11/3/2015,191.82,,
11/4/2015,190.08,,
11/5/2015,192.17,,
11/6/2015,191.49,,
11/9/2015,191.2,,
11/10/2015,191.97,,
11/11/2015,192.94,,
11/12/2015,193.77,,
11/13/2015,190.74,,
11/16/2015,190.75,,
11/17/2015,189.21,,
11/18/2015,193.06,,
11/19/2015,195.27,,
11/20/2015,197.11,,
11/23/2015,195.07,,
11/24/2015,196.61,,
11/25/2015,193.88,,
11/26/2015,194.58,,
11/27/2015,192.22,,
11/30/2015,188.2,,
12/1/2015,186.17,,
12/2/2015,189.07,,
12/3/2015,192.27,,
12/4/2015,192.19,,
12/7/2015,192.34,,
12/8/2015,190.26,,
12/9/2015,194.49,,
12/10/2015,191.03,,
12/11/2015,188.3,,
12/14/2015,187.56,,
12/15/2015,187.65,,
12/16/2015,185.91,,
12/17/2015,187.09,,
12/18/2015,185.11,,
12/21/2015,181.15,,
12/22/2015,183.74,,
12/23/2015,185.28,,
12/28/2015,188.68,,
12/29/2015,187.69,,
12/30/2015,183.92,,
1/4/2016,179.78,,
1/5/2016,182.85,,
1/7/2016,179.6,,
1/8/2016,180.71,,
1/11/2016,180.77,,
1/12/2016,180.64,,
1/13/2016,181.63,,
1/14/2016,183.86,,
1/15/2016,181.89,,
1/18/2016,183.17,,
1/19/2016,183.74,,
1/20/2016,180.11,,
1/21/2016,177.78,,
1/22/2016,180.0,,
1/25/2016,179.59,,
1/26/2016,181.5,,
1/27/2016,181.35,,
1/28/2016,181.14,,
1/29/2016,184.52,,
2/1/2016,188.16,,
2/2/2016,186.73,,
2/3/2016,189.79,,
2/4/2016,192.37,,
2/5/2016,190.96,,
2/10/2016,188.61,,
2/11/2016,187.11,,
2/12/2016,186.63,,
2/15/2016,186.85,,
2/16/2016,184.18,,
2/17/2016,187.16,,
2/18/2016,185.24,,
2/19/2016,185.41,,
2/22/2016,190.86,,
2/23/2016,189.54,,
2/24/2016,190.84,,
2/25/2016,190.26,,
2/26/2016,187.47,,
2/29/2016,187.76,,
3/1/2016,190.84,,
3/2/2016,193.9,,
3/3/2016,198.86,,
3/4/2016,201.68,,
3/7/2016,200.74,,
3/8/2016,201.53,,
3/9/2016,203.06,,
3/10/2016,206.21,,
3/11/2016,209.56,,
3/14/2016,208.34,,
3/15/2016,203.28,,
3/16/2016,204.72,,
3/17/2016,210.76,,
3/18/2016,214.31,,
3/21/2016,213.1,,
3/22/2016,213.04,,
3/23/2016,207.38,,
3/24/2016,205.85,,
3/28/2016,210.31,,
3/29/2016,210.72,,
3/30/2016,212.38,,
3/31/2016,213.51,,
4/1/2016,215.88,,
4/4/2016,212.55,,
4/5/2016,206.9,,
4/6/2016,210.08,,
4/7/2016,208.16,,
4/8/2016,210.99,,
4/11/2016,219.44,,
4/12/2016,219.4,,
4/13/2016,221.71,,
4/14/2016,219.95,,
4/15/2016,219.07,,
4/18/2016,212.4,,
4/19/2016,215.66,,
4/20/2016,217.7,,
4/22/2016,214.94,,
4/25/2016,216.48,,
4/26/2016,219.1,,
4/27/2016,218.83,,
4/28/2016,220.98,,
4/29/2016,222.62,,
5/2/2016,218.84,,
5/3/2016,213.07,,
5/4/2016,215.91,,
5/5/2016,217.45,,
5/6/2016,220.36,,
5/9/2016,218.07,,
5/10/2016,220.55,,
5/11/2016,224.36,,
5/12/2016,223.32,,
5/13/2016,221.07,,
5/16/2016,225.08,,
5/17/2016,226.71,,
5/18/2016,223.38,,
5/19/2016,224.24,,
5/20/2016,229.49,,
5/23/2016,228.03,,
5/24/2016,230.27,,
5/25/2016,229.52,,
5/27/2016,228.6,,
5/30/2016,231.45,,
5/31/2016,230.71,,
6/1/2016,234.79,,
6/2/2016,242.81,,
6/3/2016,246.73,,
6/6/2016,249.43,,
6/7/2016,248.39,,
6/8/2016,261.89,,
6/9/2016,262.71,,
6/10/2016,258.99,,
6/13/2016,264.03,,
6/14/2016,262.79,,
6/15/2016,264.48,,
6/16/2016,261.81,,
6/17/2016,265.28,,
6/20/2016,264.12,,
6/21/2016,263.86,,
6/22/2016,267.29,,
6/23/2016,270.53,,
6/24/2016,267.68,,
6/27/2016,267.19,,
6/28/2016,274.38,,
6/29/2016,277.96,,
6/30/2016,280.27,,
7/1/2016,282.01,,
7/4/2016,278.61,,
7/5/2016,275.04,,
7/6/2016,269.82,,
7/7/2016,269.18,,
7/8/2016,274.69,,
7/11/2016,273.81,,
7/12/2016,274.6,,
7/13/2016,276.72,,
7/14/2016,278.64,,
7/15/2016,278.84,,
7/18/2016,279.34,,
7/19/2016,276.43,,
7/20/2016,278.06,,
7/21/2016,275.75,,
7/22/2016,277.16,,
7/25/2016,271.83,,
7/26/2016,275.69,,
7/27/2016,276.32,,
7/28/2016,273.83,,
7/29/2016,278.78,,
8/1/2016,277.9,,
8/2/2016,278.35,,
8/3/2016,280.9,,
8/4/2016,281.11,,
8/5/2016,279.01,,
8/8/2016,279.98,,
8/9/2016,282.4,,
8/10/2016,279.62,,
8/11/2016,277.19,,
8/12/2016,271.25,,
8/15/2016,270.62,,
8/16/2016,271.65,,
8/17/2016,264.12,,
8/18/2016,261.68,,
8/19/2016,262.81,,
8/22/2016,264.2,,
8/23/2016,260.02,,
8/24/2016,259.12,,
8/25/2016,258.58,,
8/26/2016,253.83,,
8/29/2016,256.36,,
8/30/2016,252.24,,
8/31/2016,251.07,,
9/1/2016,244.27,,
9/2/2016,233.11,,
9/5/2016,225.55,,
9/6/2016,231.03,,
9/8/2016,230.41,,
9/9/2016,224.91,,
9/12/2016,222.89,,
9/13/2016,217.55,,
9/14/2016,212.27,,
9/15/2016,214.63,,
9/16/2016,217.15,,
9/19/2016,213.71,,
9/20/2016,215.49,,
9/21/2016,213.2,,
9/22/2016,212.37,,
9/23/2016,210.82,,
9/26/2016,209.04,,
9/27/2016,207.0,,
9/28/2016,204.59,,
9/29/2016,201.47,,
9/30/2016,199.49,,
10/3/2016,200.15,,
10/4/2016,197.49,,
10/5/2016,197.52,,
10/6/2016,196.78,,
10/7/2016,196.36,,
10/10/2016,198.6,,
10/11/2016,198.36,,
10/13/2016,198.45,,
10/14/2016,197.46,,
10/17/2016,198.28,,
10/18/2016,199.78,,
10/19/2016,200.08,,
10/20/2016,202.6,,
10/21/2016,199.88,,
10/24/2016,203.44,,
10/25/2016,204.01,,
10/26/2016,199.9,,
10/27/2016,199.48,,
10/28/2016,197.79,,
10/31/2016,198.76,,
11/1/2016,193.5,,
11/3/2016,195.83,,
11/4/2016,195.63,,
11/7/2016,196.1,,
11/8/2016,197.65,,
11/9/2016,195.0,,
11/10/2016,185.67,,
11/11/2016,184.03,,
11/14/2016,181.37,,
11/16/2016,181.57,,
11/17/2016,183.19,,
11/18/2016,185.41,,
11/21/2016,185.29,,
11/22/2016,185.83,,
11/23/2016,184.91,,
11/24/2016,184.27,,
11/25/2016,182.72,,
11/28/2016,185.27,,
11/29/2016,184.66,,
11/30/2016,183.84,,
12/1/2016,177.7,,
12/2/2016,180.16,,
12/5/2016,181.59,,
12/6/2016,181.15,,
12/7/2016,182.25,,
12/8/2016,185.94,,
12/9/2016,186.67,,
12/12/2016,186.21,,
12/13/2016,186.47,,
12/14/2016,187.06,,
12/15/2016,184.2,,
12/16/2016,180.65,,
12/19/2016,183.96,,
12/20/2016,185.27,,
12/21/2016,185.19,,
12/22/2016,187.42,,
12/23/2016,189.19,,
12/26/2016,192.0,,
12/27/2016,190.93,,
12/28/2016,191.21,,
12/29/2016,192.83,,
1/2/2017,191.18,,
1/3/2017,193.42,,
1/4/2017,194.98,,
1/5/2017,195.88,,
1/6/2017,193.26,,
1/9/2017,194.73,,
1/10/2017,195.19,,
1/11/2017,195.27,,
1/12/2017,195.45,,
1/13/2017,192.56,,
1/16/2017,192.17,,
1/17/2017,193.7,,
1/18/2017,192.51,,
1/19/2017,191.63,,
1/20/2017,191.2,,
1/23/2017,192.45,,
1/24/2017,192.49,,
1/25/2017,191.29,,
1/26/2017,191.76,,
1/27/2017,193.81,,
1/30/2017,195.84,,
1/31/2017,192.03,,
2/1/2017,191.58,,
2/2/2017,192.53,,
2/3/2017,194.0,,
2/6/2017,193.53,,
2/7/2017,192.49,,
2/8/2017,193.84,,
2/9/2017,193.26,,
2/10/2017,192.8,,
2/13/2017,192.86,,
2/14/2017,193.37,,
2/15/2017,195.44,,
2/16/2017,194.76,,
2/17/2017,193.19,,
2/20/2017,193.86,,
2/21/2017,194.17,,
2/22/2017,194.73,,
2/23/2017,196.0,,
2/24/2017,192.54,,
3/1/2017,192.2,,
3/2/2017,188.75,,
3/3/2017,191.06,,
3/6/2017,191.96,,
3/7/2017,192.19,,
3/8/2017,187.27,,
3/9/2017,185.92,,
3/10/2017,189.25,,
3/13/2017,189.15,,
3/14/2017,187.0,,
3/15/2017,191.72,,
3/16/2017,191.53,,
3/17/2017,192.81,,
3/20/2017,194.21,,
3/21/2017,194.89,,
3/22/2017,193.8,,
3/23/2017,190.79,,
3/24/2017,192.39,,
3/27/2017,190.79,,
3/28/2017,190.11,,
3/29/2017,192.08,,
3/30/2017,191.73,,
3/31/2017,192.1,,
4/3/2017,193.93,,
4/4/2017,196.01,,
4/5/2017,196.19,,
4/6/2017,191.62,,
4/7/2017,191.68,,
4/10/2017,191.77,,
4/11/2017,191.41,,
4/12/2017,191.9,,
4/13/2017,192.2,,
4/17/2017,195.13,,
4/18/2017,195.64,,
4/19/2017,194.96,,
4/20/2017,193.76,,
4/24/2017,194.06,,
4/25/2017,192.83,,
4/26/2017,191.45,,
4/27/2017,191.79,,
4/28/2017,192.06,,
5/2/2017,193.69,,
5/3/2017,193.37,,
5/4/2017,191.02,,
5/5/2017,192.03,,
5/8/2017,189.11,,
5/9/2017,192.93,,
5/10/2017,194.06,,
5/11/2017,194.79,,
5/12/2017,196.46,,
5/15/2017,196.72,,
5/16/2017,196.77,,
5/17/2017,195.85,,
5/18/2017,182.42,,
5/19/2017,187.81,,
5/22/2017,185.66,,
5/23/2017,186.34,,
5/24/2017,186.32,,
5/25/2017,185.56,,
5/26/2017,188.1,,
5/29/2017,188.03,,
5/30/2017,188.52,,
5/31/2017,189.52,,
6/1/2017,188.88,,
6/2/2017,188.44,,
6/5/2017,189.29,,
6/6/2017,189.79,,
6/7/2017,189.67,,
6/8/2017,190.85,,
6/9/2017,189.83,,
6/12/2017,188.24,,
6/13/2017,190.04,,
6/14/2017,190.78,,
6/16/2017,190.78,,
6/19/2017,191.05,,
6/20/2017,188.77,,
6/21/2017,191.46,,
6/22/2017,191.36,,
6/23/2017,189.82,,
6/26/2017,193.17,,
6/27/2017,194.25,,
6/28/2017,196.04,,
6/29/2017,194.54,,
6/30/2017,194.36,,
7/3/2017,194.26,,
7/4/2017,196.96,,
7/5/2017,199.31,,
7/6/2017,198.53,,
7/7/2017,199.69,,
7/10/2017,203.73,,
7/11/2017,203.93,,
7/12/2017,206.88,,
7/13/2017,207.19,,
7/14/2017,209.12,,
7/17/2017,209.42,,
7/18/2017,211.42,,
7/19/2017,212.17,,
7/20/2017,213.59,,
7/21/2017,213.74,,
7/24/2017,213.47,,
7/25/2017,211.89,,
7/26/2017,214.03,,
7/27/2017,213.08,,
7/28/2017,216.01,,
7/31/2017,220.51,,
8/1/2017,220.72,,
8/2/2017,219.77,,
8/3/2017,219.91,,
8/4/2017,219.6,,
8/7/2017,219.82,,
8/8/2017,220.27,,
8/9/2017,218.22,,
8/10/2017,215.53,,
8/11/2017,211.23,,
8/14/2017,211.61,,
8/15/2017,209.99,,
8/16/2017,212.11,,
8/17/2017,208.0,,
8/18/2017,210.02,,
8/21/2017,209.35,,
8/22/2017,209.13,,
8/23/2017,207.95,,
8/24/2017,206.81,,
8/25/2017,204.68,,
8/28/2017,204.39,,
8/29/2017,204.2,,
8/30/2017,201.04,,
8/31/2017,202.34,,
9/1/2017,201.72,,
9/4/2017,201.7,,
9/5/2017,200.88,,
9/6/2017,202.57,,
9/8/2017,201.47,,
9/11/2017,200.45,,
9/12/2017,198.55,,
9/13/2017,197.67,,
9/14/2017,195.41,,
9/15/2017,192.69,,
9/18/2017,189.42,,
9/19/2017,189.05,,
9/20/2017,189.09,,
9/21/2017,189.39,,
9/22/2017,189.1,,
9/25/2017,187.41,,
9/26/2017,185.6,,
9/27/2017,184.81,,
9/28/2017,186.57,,
9/29/2017,186.86,,
10/2/2017,186.43,,
10/3/2017,187.35,,
10/4/2017,188.43,,
10/5/2017,185.84,,
10/6/2017,184.68,,
10/9/2017,182.59,,
10/10/2017,184.54,,
10/11/2017,185.18,,
10/13/2017,186.95,,
10/16/2017,186.59,,
10/17/2017,189.51,,
10/18/2017,189.83,,
10/19/2017,189.38,,
10/20/2017,190.27,,
10/23/2017,188.48,,
10/24/2017,188.85,,
10/25/2017,192.65,,
10/26/2017,189.0,,
10/27/2017,192.31,,
10/30/2017,190.0,,
10/31/2017,190.9,,
11/1/2017,192.09,,
11/3/2017,190.46,,
11/6/2017,193.05,,
11/7/2017,192.51,,
11/8/2017,193.9,,
11/9/2017,196.4,,
11/10/2017,195.0,,
11/13/2017,194.94,,
11/14/2017,193.17,,
11/16/2017,195.16,,
11/17/2017,197.11,,
11/20/2017,196.55,,
11/21/2017,198.35,,
11/22/2017,199.56,,
11/23/2017,199.59,,
11/24/2017,199.69,,
11/27/2017,201.08,,
11/28/2017,201.08,,
11/29/2017,199.64,,
11/30/2017,197.74,,
12/1/2017,198.92,,
12/4/2017,200.72,,
12/5/2017,201.11,,
12/6/2017,200.46,,
12/7/2017,197.94,,
12/8/2017,196.35,,
12/11/2017,196.01,,
12/12/2017,195.84,,
12/13/2017,199.55,,
12/14/2017,196.26,,
12/15/2017,198.26,,
12/18/2017,198.85,,
12/19/2017,197.83,,
12/20/2017,196.4,,
12/21/2017,197.41,,
12/22/2017,200.75,,
12/26/2017,199.18,,
12/27/2017,203.05,,
12/28/2017,203.66,,
1/2/2018,205.39,,
1/3/2018,203.86,,
1/4/2018,205.27,,
1/5/2018,203.46,,
1/8/2018,207.08,,
1/9/2018,204.66,,
1/10/2018,206.02,,
1/11/2018,206.0,,
1/12/2018,208.57,,
1/15/2018,207.46,,
1/16/2018,205.8,,
1/17/2018,206.23,,
1/18/2018,207.07,,
1/19/2018,208.6,,
1/22/2018,207.78,,
1/23/2018,205.65,,
1/24/2018,210.4,,
1/25/2018,213.06,,
1/26/2018,213.13,,
1/29/2018,211.7,,
1/30/2018,210.52,,
1/31/2018,210.42,,
2/1/2018,211.55,,
2/2/2018,208.3,,
2/5/2018,206.09,,
2/6/2018,206.91,,
2/7/2018,203.85,,
2/8/2018,203.76,,
2/9/2018,202.25,,
2/14/2018,208.13,,
2/15/2018,206.46,,
2/16/2018,208.02,,
2/19/2018,206.89,,
2/20/2018,206.17,,
2/21/2018,205.72,,
2/22/2018,208.88,,
2/23/2018,206.33,,
2/26/2018,208.88,,
2/27/2018,208.67,,
2/28/2018,210.2,,
3/1/2018,209.25,,
3/2/2018,210.74,,
3/5/2018,208.56,,
3/6/2018,211.88,,
3/7/2018,212.03,,
3/8/2018,207.92,,
3/9/2018,207.79,,
3/12/2018,208.6,,
3/13/2018,213.98,,
3/14/2018,215.5,,
3/15/2018,213.15,,
3/16/2018,217.1,,
3/19/2018,216.7,,
3/20/2018,212.53,,
3/21/2018,215.42,,
3/22/2018,210.67,,
3/23/2018,210.89,,
3/26/2018,210.63,,
3/27/2018,213.2,,
3/28/2018,214.73,,
3/29/2018,222.53,,
4/2/2018,221.36,,
4/3/2018,222.74,,
4/4/2018,224.93,,
4/5/2018,224.29,,
4/6/2018,223.64,,
4/9/2018,224.59,,
4/10/2018,227.06,,
4/11/2018,231.05,,
4/12/2018,229.4,,
4/13/2018,229.0,,
4/16/2018,231.1,,
4/17/2018,232.9,,
4/18/2018,236.39,,
4/19/2018,234.99,,
4/20/2018,237.86,,
4/23/2018,231.34,,
4/24/2018,233.31,,
4/25/2018,233.36,,
4/26/2018,234.29,,
4/27/2018,236.08,,
4/30/2018,234.57,,
5/2/2018,235.61,,
5/3/2018,238.33,,
5/4/2018,239.92,,
5/7/2018,239.42,,
5/8/2018,241.24,,
5/9/2018,241.01,,
5/10/2018,247.39,,
5/11/2018,247.51,,
5/14/2018,246.37,,
5/15/2018,251.93,,
5/16/2018,255.05,,
5/17/2018,256.38,,
5/18/2018,254.47,,
5/21/2018,264.93,,
5/22/2018,268.91,,
5/23/2018,273.41,,
5/24/2018,271.41,,
5/25/2018,279.74,,
5/28/2018,275.67,,
5/29/2018,275.28,,
5/30/2018,290.15,,
6/1/2018,272.99,,
6/4/2018,278.0,,
6/5/2018,273.68,,
6/6/2018,269.67,,
6/7/2018,266.47,,
6/8/2018,280.33,,
6/11/2018,280.89,,
6/12/2018,278.88,,
6/13/2018,281.42,,
6/14/2018,277.77,,
6/15/2018,283.83,,
6/18/2018,279.7,,
6/19/2018,281.2,,
6/20/2018,279.49,,
6/21/2018,282.16,,
6/22/2018,281.38,,
6/25/2018,280.17,,
6/26/2018,282.57,,
6/27/2018,277.43,,
6/28/2018,272.5,,
6/29/2018,271.96,,
7/2/2018,266.73,,
7/3/2018,270.16,,
7/4/2018,269.44,,
7/5/2018,268.21,,
7/6/2018,269.58,,
7/9/2018,268.45,,
7/10/2018,267.98,,
7/11/2018,262.74,,
7/12/2018,262.0,,
7/13/2018,263.11,,
7/16/2018,263.31,,
7/17/2018,266.66,,
7/18/2018,267.11,,
7/19/2018,264.74,,
7/20/2018,265.3,,
7/23/2018,273.01,,
7/24/2018,274.46,,
7/25/2018,278.42,,
7/26/2018,274.82,,
7/27/2018,277.85,,
7/30/2018,266.61,,
7/31/2018,262.92,,
8/1/2018,262.85,,
8/2/2018,262.37,,
8/3/2018,267.9,,
8/6/2018,262.77,,
8/7/2018,266.43,,
8/8/2018,266.52,,
8/9/2018,264.23,,
8/10/2018,253.2,,
8/13/2018,246.62,,
8/14/2018,249.89,,
8/15/2018,250.31,,
8/16/2018,254.64,,
8/17/2018,246.47,,
8/20/2018,243.39,,
8/21/2018,241.03,,
8/22/2018,240.27,,
8/23/2018,240.58,,
8/24/2018,239.91,,
8/27/2018,241.25,,
8/28/2018,237.1,,
8/29/2018,236.43,,
8/30/2018,234.74,,
8/31/2018,239.28,,
9/3/2018,233.84,,
9/4/2018,233.43,,
9/5/2018,233.77,,
9/6/2018,234.89,,
9/10/2018,234.5,,
9/11/2018,225.2,,
9/12/2018,215.41,,
9/13/2018,207.59,,
9/14/2018,207.64,,
9/17/2018,210.34,,
9/18/2018,210.22,,
9/19/2018,210.58,,
9/20/2018,214.47,,
9/21/2018,215.87,,
9/24/2018,208.91,,
9/25/2018,207.42,,
9/26/2018,210.48,,
9/27/2018,212.84,,
9/28/2018,209.39,,
10/1/2018,209.56,,
10/2/2018,212.9,,
10/3/2018,213.81,,
10/4/2018,215.06,,
10/5/2018,217.56,,
10/8/2018,223.28,,
10/9/2018,226.78,,
10/10/2018,223.39,,
10/11/2018,222.46,,
10/15/2018,223.4,,
10/16/2018,218.95,,
10/17/2018,219.49,,
10/18/2018,219.02,,
10/19/2018,218.46,,
10/22/2018,218.53,,
10/23/2018,219.29,,
10/24/2018,219.13,,
10/25/2018,221.24,,
10/26/2018,222.42,,
10/29/2018,218.7,,
10/30/2018,220.2,,
10/31/2018,217.86,,
11/1/2018,217.97,,
11/5/2018,217.24,,
11/6/2018,214.81,,
11/7/2018,216.52,,
11/8/2018,217.8,,
11/9/2018,216.36,,
11/12/2018,217.25,,
11/13/2018,215.34,,
11/14/2018,216.88,,
11/16/2018,220.59,,
11/19/2018,217.81,,
11/20/2018,217.45,,
11/21/2018,218.56,,
11/22/2018,217.62,,
11/23/2018,215.95,,
11/26/2018,211.82,,
11/27/2018,210.39,,
11/28/2018,214.41,,
11/29/2018,214.74,,
11/30/2018,215.66,,
12/3/2018,217.71,,
12/4/2018,215.4,,
12/5/2018,212.91,,
12/6/2018,210.05,,
12/7/2018,214.86,,
12/10/2018,210.64,,
12/11/2018,212.37,,
12/12/2018,220.55,,
12/13/2018,218.0,,
12/14/2018,216.88,,
12/17/2018,216.2,,
12/18/2018,215.06,,
12/19/2018,216.84,,
12/20/2018,217.92,,
12/21/2018,216.82,,
12/26/2018,214.51,,
12/27/2018,215.82,,
12/28/2018,218.05,,
1/2/2019,220.36,,
1/3/2019,224.75,,
1/4/2019,227.2,,
1/7/2019,228.86,,
1/8/2019,232.11,,
1/9/2019,234.16,,
1/10/2019,234.05,,
1/11/2019,233.29,,
1/14/2019,232.94,,
1/15/2019,231.29,,
1/16/2019,232.24,,
1/17/2019,231.16,,
1/18/2019,229.74,,
1/21/2019,229.9,,
1/22/2019,228.81,,
1/23/2019,230.49,,
1/24/2019,231.04,,
1/25/2019,230.96,,
1/28/2019,229.86,,
1/29/2019,233.71,,
1/30/2019,237.99,,
1/31/2019,242.21,,
2/1/2019,241.85,,
2/4/2019,241.64,,
2/5/2019,241.37,,
2/6/2019,241.31,,
2/7/2019,240.55,,
2/8/2019,238.86,,
2/11/2019,237.75,,
2/12/2019,241.06,,
2/13/2019,240.67,,
2/14/2019,240.59,,
2/15/2019,244.0,,
2/18/2019,242.03,,
2/19/2019,243.31,,
2/20/2019,242.53,,
2/21/2019,241.01,,
2/22/2019,242.14,,
2/25/2019,242.31,,
2/26/2019,240.28,,
2/27/2019,242.02,,
2/28/2019,240.07,,
3/1/2019,238.73,,
3/6/2019,233.51,,
3/7/2019,231.92,,
3/8/2019,233.73,,
3/11/2019,235.21,,
3/12/2019,238.07,,
3/13/2019,238.1,,
3/14/2019,234.88,,
3/15/2019,237.25,,
3/18/2019,239.08,,
3/19/2019,238.2,,
3/20/2019,240.96,,
3/21/2019,238.48,,
3/22/2019,231.06,,
3/25/2019,233.74,,
3/26/2019,232.8,,
3/27/2019,227.89,,
3/28/2019,230.57,,
3/29/2019,229.83,,
4/1/2019,232.69,,
4/2/2019,233.48,,
4/3/2019,232.51,,
4/4/2019,232.95,,
4/5/2019,232.46,,
4/8/2019,233.55,,
4/9/2019,232.35,,
4/10/2019,234.71,,
4/11/2019,231.04,,
4/12/2019,229.17,,
4/15/2019,230.39,,
4/16/2019,228.93,,
4/17/2019,225.32,,
4/18/2019,226.22,,
4/22/2019,226.16,,
4/23/2019,225.65,,
4/24/2019,221.09,,
4/25/2019,222.75,,
4/26/2019,223.82,,
4/29/2019,223.96,,
4/30/2019,225.09,,
5/2/2019,223.15,,
5/3/2019,221.83,,
5/6/2019,218.58,,
5/7/2019,216.81,,
5/8/2019,220.03,,
5/9/2019,221.29,,
5/10/2019,220.89,,
5/13/2019,215.7,,
5/14/2019,215.76,,
5/15/2019,219.15,,
5/16/2019,215.59,,
5/17/2019,212.32,,
5/20/2019,212.45,,
5/21/2019,214.72,,
5/22/2019,215.13,,
5/23/2019,214.95,,
5/24/2019,215.63,,
5/27/2019,214.69,,
5/28/2019,215.24,,
5/29/2019,217.19,,
5/30/2019,217.64,,
5/31/2019,222.37,,
6/3/2019,224.08,,
6/4/2019,225.69,,
6/5/2019,224.1,,
6/6/2019,224.79,,
6/7/2019,225.19,,
6/10/2019,224.06,,
6/11/2019,226.31,,
6/12/2019,225.6,,
6/13/2019,225.91,,
6/14/2019,224.86,,
6/17/2019,222.83,,
6/18/2019,223.57,,
6/19/2019,224.91,,
6/21/2019,226.88,,
6/24/2019,225.81,,
6/25/2019,223.73,,
6/26/2019,223.95,,
6/27/2019,225.36,,
6/28/2019,224.66,,
7/1/2019,225.7,,
7/2/2019,226.73,,
7/3/2019,227.47,,
7/4/2019,229.19,,
7/5/2019,228.23,,
7/8/2019,228.64,,
7/9/2019,229.57,,
7/10/2019,232.46,,
7/11/2019,232.99,,
7/12/2019,233.65,,
7/15/2019,232.05,,
7/16/2019,231.88,,
7/17/2019,232.64,,
7/18/2019,233.87,,
7/19/2019,232.92,,
7/22/2019,232.88,,
7/23/2019,231.01,,
7/24/2019,233.46,,
7/25/2019,232.54,,
7/26/2019,233.69,,
7/29/2019,232.78,,
7/30/2019,229.0,,
7/31/2019,229.16,,
8/1/2019,226.36,,
8/2/2019,223.84,,
8/5/2019,221.06,,
8/6/2019,217.87,,
8/7/2019,215.83,,
8/8/2019,217.43,,
8/9/2019,216.65,,
8/12/2019,216.03,,
8/13/2019,217.11,,
8/14/2019,213.85,,
8/15/2019,231.04,,
8/16/2019,228.9,,
8/19/2019,225.98,,
8/20/2019,226.02,,
8/21/2019,229.61,,
8/22/2019,225.43,,
8/23/2019,219.26,,
8/26/2019,215.79,,
8/27/2019,215.15,,
8/28/2019,213.77,,
8/29/2019,213.71,,
8/30/2019,214.52,,
9/2/2019,213.72,,
9/3/2019,211.55,,
9/4/2019,214.17,,
9/5/2019,214.11,,
9/6/2019,216.9,,
9/9/2019,213.78,,
9/10/2019,212.88,,
9/11/2019,214.04,,
9/12/2019,214.64,,
9/13/2019,211.45,,
9/16/2019,212.82,,
9/17/2019,212.02,,
9/18/2019,209.34,,
9/19/2019,206.15,,
9/20/2019,204.54,,
9/23/2019,201.73,,
9/24/2019,200.95,,
9/25/2019,201.99,,
9/26/2019,201.4,,
9/27/2019,200.98,,
9/30/2019,200.64,,
10/1/2019,200.78,,
10/2/2019,202.51,,
10/3/2019,203.82,,
10/4/2019,205.48,,
10/7/2019,202.96,,
10/8/2019,203.08,,
10/9/2019,203.22,,
10/10/2019,201.97,,
10/11/2019,204.07,,
10/14/2019,202.14,,
10/15/2019,200.07,,
10/16/2019,199.44,,
10/17/2019,200.44,,
10/18/2019,202.95,,
10/21/2019,202.14,,
10/22/2019,204.08,,
10/23/2019,205.44,,
10/24/2019,206.25,,
10/25/2019,207.16,,
10/28/2019,208.37,,
10/29/2019,208.77,,
10/30/2019,208.17,,
10/31/2019,206.66,,
